batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a,s2_L,s2_R,sampling_var,sampling_var_league,fell_back_L,fell_back_R
624641,0.0871227081166876,0.0077815210410763,121.0,151.0,291.0,R,134.34558823529412,medium,0.0149401447610766,0.3057947698347107,0.23875222278145694,0.004108370050987773,0.003900067137728571,False,False
628451,0.1672382395382395,0.0128526708160888,154.0,90.0,259.0,R,113.60655737704916,medium,0.0149401447610766,0.2657500331041507,0.16142651448189763,0.0035192775042991193,0.00458027751328572,False,False
630105,-0.0960976080058579,-0.0292365025473697,170.0,482.0,624.0,L,251.34969325153375,high,-0.0264673923516238,0.17211042965541246,0.27942268208952653,0.0015921294001602186,0.001975485572286914,False,False
640492,-0.0664950166112956,0.0126648361912113,43.0,35.0,149.0,R,38.58974358974359,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.013524215516170897,0.013524215516170897,True,True
640902,0.0332351097178683,0.0166028515669633,11.0,29.0,0.0,R,15.95,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.03305615704289176,0.03305615704289176,True,True
641313,0.0491263428991906,0.0129460947522553,90.0,151.0,960.0,R,112.78008298755186,high,0.0149401447610766,0.152933593133583,0.13644139169977926,0.0026028475214239268,0.004658087700549487,False,False
641343,0.0025986175115207,-0.0390490634416528,35.0,310.0,330.0,L,62.89855072463769,medium,-0.0264673923516238,0.24080449889830827,0.2590568707067543,0.007715795864812163,0.007749265529025766,True,False
641355,-0.0056147957250057,-0.0319217980129432,167.0,395.0,1127.0,L,234.7508896797153,high,-0.0264673923516238,0.27019549678955346,0.27478736194821046,0.002313601313988096,0.002124050617588084,False,False
641432,-0.0825459168846265,-0.0274294611807702,31.0,222.0,254.0,L,54.40316205533597,medium,-0.0264673923516238,0.24080449889830827,0.25585138447270794,0.008920370775076777,0.008981546820753639,True,False
641487,0.0749433066933066,-0.032398693499795,143.0,308.0,889.0,L,195.3170731707317,high,-0.0264673923516238,0.25745110006894517,0.2052731983057659,0.002466828766210145,0.002558728280499815,False,False
641584,-0.0741063759859771,-0.0325686081073779,56.0,326.0,173.0,L,95.58115183246072,medium,-0.0264673923516238,0.20016683603896104,0.2342745841340255,0.0042930414800726735,0.005126560296405285,False,False
641598,0.0810253602844843,0.014333902890356,156.0,274.0,536.0,R,198.8093023255814,high,0.0149401447610766,0.303741094127378,0.22312157285901443,0.0027613706053927524,0.0026434668430825414,False,False
641645,-0.2013756697132051,-0.0238632268029433,19.0,167.0,193.0,L,34.11827956989247,medium,-0.0264673923516238,0.24080449889830827,0.18532350241685303,0.013783642566006204,0.01428728905819853,True,False
641658,0.0274722734254992,0.0136192358038155,124.0,105.0,521.0,R,113.71179039301308,high,0.0149401447610766,0.1993241795830055,0.16718366886446884,0.0031996784789101165,0.0045913067999752335,False,False
641680,0.0396668951963069,-0.0018026116404655,117.0,374.0,312.0,L,178.24032586558042,medium,-0.0264673923516238,0.2659330775125258,0.22321839380080571,0.0028697729115676886,0.002778565774982516,False,False
641779,-0.0935948717948718,0.0203018239810505,13.0,15.0,50.0,R,13.928571428571429,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.03759039729287379,0.03759039729287379,True,True
641857,0.0162140553738425,-0.0378045669675062,196.0,443.0,784.0,L,271.7621283255086,high,-0.0264673923516238,0.25928687064364203,0.26143913485797166,0.0019130482577889144,0.0018367940810348382,False,False
641933,0.1768389407061958,0.0156814105834254,152.0,316.0,360.0,R,205.26495726495727,medium,0.0149401447610766,0.45258760735447884,0.29141719919630293,0.003899756374955308,0.002563913932844146,False,False
641943,-0.1018333333333333,-0.0305133978645714,12.0,66.0,65.0,L,20.30769230769231,low,-0.0264673923516238,0.24080449889830827,0.24894945641025637,0.023839003035620483,0.02414935167505556,True,False
642020,-0.0395224358974358,0.0099992956262658,24.0,52.0,11.0,R,32.8421052631579,low,0.0149401447610766,0.26628528803612195,0.11393718099547506,0.013286319969366783,0.016029906949584807,True,False
642086,-0.0203988326848248,-0.0350707538801453,50.0,257.0,490.0,L,83.71335504885994,high,-0.0264673923516238,0.25352364285714285,0.24247883347519453,0.006013970263661124,0.005864465334436871,False,False
642133,0.001311768115942,-0.0470848336333081,46.0,375.0,428.0,L,81.94774346793349,medium,-0.0264673923516238,0.24080449889830827,0.2574126033939394,0.005921314019883293,0.005953366988467379,True,False
642136,-0.1073412952060554,-0.0348250311562733,41.0,145.0,87.0,L,63.924731182795696,low,-0.0264673923516238,0.24080449889830827,0.21038991254789274,0.007324245375057746,0.007731435403092771,True,False
642180,-0.1379759541984733,-0.0284168817901909,20.0,131.0,141.0,L,34.70198675496689,medium,-0.0264673923516238,0.24080449889830827,0.16193358978273634,0.013276359218066074,0.014096961331273973,True,False
642197,0.1992099567099566,0.0166028515669633,33.0,14.0,0.0,R,19.659574468085108,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02639808715023921,0.02639808715023921,True,True
642201,0.1133929618768329,0.0092067270049761,11.0,31.0,175.0,R,16.238095238095237,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.03248529229546838,0.03248529229546838,True,True
642215,0.1497071339173967,0.0171227607485981,51.0,47.0,9.0,R,48.91836734693877,low,0.0149401447610766,0.33822481647058816,0.25660370396681237,0.012091512422371746,0.010680933433460642,False,True
642350,0.026087087087087,0.0097182344429312,111.0,333.0,194.0,R,166.5,medium,0.0149401447610766,0.2913019598689598,0.26547318112087986,0.003421558740924202,0.003169548252478013,False,False
642708,0.0335936507936507,0.0153929876767477,126.0,220.0,946.0,R,160.23121387283237,high,0.0149401447610766,0.23556560107936508,0.21947409223744288,0.0028671777727048387,0.0032797557744504036,False,False
642715,-0.0848324992214955,0.0126096505747426,177.0,508.0,829.0,R,262.5284671532847,high,0.0149401447610766,0.22404423138161267,0.3325043918798242,0.0019203228224630557,0.0020095620570807836,False,False
642731,-0.0422953947368421,0.0164286835565696,96.0,285.0,414.0,R,143.6220472440945,medium,0.0149401447610766,0.21371373640350877,0.2449415733382753,0.0030856288711796206,0.0036741689572773665,False,False
642851,0.0162000000000001,0.0128321281072624,10.0,10.0,222.0,R,10.0,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.052288899200293434,0.052288899200293434,True,True
643217,-0.0383273256982117,-0.0337898512224346,126.0,395.0,964.0,L,191.05566218809983,high,-0.0264673923516238,0.2434784216507936,0.2839242065411553,0.002651163885397811,0.0025932543270658255,False,False
643265,0.0414855049378782,0.0157396726422265,43.0,73.0,471.0,R,54.12068965517241,high,0.0149401447610766,0.26628528803612195,0.1891792823439878,0.008784178135529907,0.009707800349541202,True,False
643289,-0.0129173333333333,0.0115862863488137,125.0,300.0,361.0,R,176.47058823529412,medium,0.0149401447610766,0.2275268481290323,0.21116591527313266,0.0025241011692760337,0.00298562798417835,False,False
643376,0.0450790009250693,0.0131472136782153,94.0,230.0,415.0,R,133.45679012345678,medium,0.0149401447610766,0.2204835951727293,0.25039370725270543,0.003434238453815081,0.003948490491266809,False,False
643396,-0.0451271359082027,0.0154714686801845,134.0,359.0,692.0,R,195.15618661257605,high,0.0149401447610766,0.19282135315901694,0.24815035685719178,0.002130191942854338,0.002701977190714685,False,False
643446,-0.0388421975452951,-0.0277750684265188,116.0,354.0,775.0,L,174.7404255319149,high,-0.0264673923516238,0.22110245937031486,0.2613613760983339,0.002644364656256044,0.0028370095153201296,False,False
643565,-0.0095389653927484,-0.0367022093825173,69.0,281.0,219.0,L,110.7942857142857,medium,-0.0264673923516238,0.21911582651321393,0.23304146629384848,0.004004920750141248,0.004448754674646431,False,False
644433,-0.1344971857410881,0.0149808160026676,13.0,41.0,39.0,R,19.74074074074074,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.026742110621106117,0.026742110621106117,True,True
645277,0.0812179602634096,0.0081227409958624,109.0,326.0,837.0,L,163.37471264367815,high,-0.0264673923516238,0.3149082376826367,0.23591645754601223,0.0036127365159299516,0.0030356955451585066,False,False
645302,-0.0953379894179894,0.0124508826200798,100.0,189.0,525.0,R,130.79584775086505,high,0.0149401447610766,0.20218320565656556,0.2574885424406169,0.0033842052969922003,0.004020544435741179,False,False
645305,-0.0668807235726399,0.0089998161311279,29.0,61.0,3.0,R,39.31111111111111,low,0.0149401447610766,0.26628528803612195,0.15057750109289614,0.01165073493606412,0.01338886940940701,True,False
645444,-0.0607245696400625,-0.007988721087721,36.0,71.0,46.0,L,47.77570093457944,low,-0.0264673923516238,0.24080449889830827,0.22480722816901408,0.009855312846582314,0.010483837331708473,True,False
645801,-0.0472272727272727,-0.0332959262653925,18.0,44.0,108.0,L,25.548387096774192,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.019501492866867483,0.019501492866867483,True,True
646240,-0.1056693810673631,-0.0450228482980691,223.0,364.0,1091.0,L,276.56558773424194,high,-0.0264673923516238,0.2457994038702379,0.37384941024884194,0.002129298298603685,0.0018200398863361359,False,False
647304,-0.0287335029924804,-0.0409763880224083,173.0,452.0,421.0,L,250.2272,medium,-0.0264673923516238,0.27907359759376255,0.321935690221337,0.0023253892848825,0.0019880230475482043,False,False
647351,0.0354844240955202,0.0014652366261926,79.0,282.0,292.0,L,123.42382271468144,medium,-0.0264673923516238,0.2516235504706264,0.21995412306605078,0.003965087393614088,0.004003592492672038,False,False
649966,0.0231592592592593,0.0119469634982911,55.0,54.0,422.0,R,54.4954128440367,medium,0.0149401447610766,0.3317504666666665,0.2323461107617051,0.010334532421513054,0.009593471135395711,False,False
650333,-0.0528044950738916,-0.0204066921268857,203.0,464.0,507.0,L,282.4347826086956,high,-0.0264673923516238,0.1980853466809735,0.22495639014206448,0.0014606096914686045,0.0017669024780368632,False,False
650391,-0.0308204891941699,0.0179159437973637,94.0,254.0,432.0,R,137.2183908045977,medium,0.0149401447610766,0.1789605533058796,0.2346444634776384,0.002827632773772467,0.00384307301616918,False,False
650402,0.054255839302398,0.0159624459751239,169.0,494.0,755.0,R,251.84313725490193,high,0.0149401447610766,0.2905492999436461,0.21885467839222802,0.002162252291647075,0.0020950932882188096,False,False
650489,-0.0312309666158675,-0.0083041135491955,163.0,471.0,433.0,L,242.186119873817,medium,-0.0264673923516238,0.2549178534423994,0.23776616257848845,0.0020687245968200245,0.0020493716676307757,False,False
650490,0.0823647273052927,0.0145424190273998,139.0,482.0,775.0,R,215.77455716586152,high,0.0149401447610766,0.29404241111458657,0.23676030048049965,0.002606616972506943,0.0024480943264694128,False,False
650559,0.0474003152088258,0.0133383531113427,188.0,432.0,304.0,R,261.98709677419356,medium,0.0149401447610766,0.2584831455228126,0.2651254500300765,0.0019886266680396647,0.0020104011620538493,False,False
650859,0.067340675580577,0.0027709798197096,58.0,245.0,523.0,L,93.7953795379538,high,-0.0264673923516238,0.26904345462794915,0.24147783365674141,0.005624304063049862,0.005251526058665578,False,False
650907,-0.1657634782608695,0.0097859387550875,25.0,23.0,37.0,R,23.958333333333332,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02180809430261063,0.02180809430261063,True,True
655316,0.0031138888888888,0.0123017346655536,70.0,72.0,93.0,R,70.98591549295776,low,0.0149401447610766,0.19749809130434784,0.17040246459311423,0.005188102201474413,0.007368015876245564,False,False
656180,-0.091314074074074,0.016946166204978,54.0,75.0,196.0,R,62.7906976744186,medium,0.0149401447610766,0.17585803214535284,0.2536299686486487,0.006638363140229257,0.00835259175726346,False,False
656248,-0.0041579365079365,0.0152285904797035,35.0,72.0,47.0,R,47.10280373831775,low,0.0149401447610766,0.26628528803612195,0.19440698513302035,0.010308248102482735,0.011172091419618736,True,False
656305,0.0099927513959325,0.0149740269684355,162.0,482.0,911.0,R,242.4968944099379,high,0.0149401447610766,0.2952242734836285,0.3065149943150938,0.0024582952832610284,0.0021761091757086523,False,False
656413,0.1201440831074976,0.013423718553493,123.0,108.0,169.0,R,115.012987012987,medium,0.0149401447610766,0.282118219245635,0.22852323952924886,0.004409599980474721,0.004540881262859011,False,False
656537,0.1971768648018647,0.0171278815886188,66.0,104.0,106.0,R,80.75294117647059,low,0.0149401447610766,0.421874662004662,0.19891619184092602,0.008304696024182105,0.006501968883678074,False,False
656541,0.0921583011583011,-0.0379951671674253,42.0,111.0,147.0,L,60.94117647058824,medium,-0.0264673923516238,0.24080449889830827,0.29671098689598685,0.00840651240397762,0.008160759968995498,True,False
656555,0.0265385281385281,0.0168122138285417,129.0,385.0,771.0,R,193.24902723735408,high,0.0149401447610766,0.32372320833333335,0.28945567913961034,0.0032613151679722757,0.002730730166226231,False,False
656577,-0.0234161692892024,0.0056267119036524,57.0,97.0,55.0,R,71.80519480519482,low,0.0149401447610766,0.21338354135338347,0.18396736490549828,0.005640141673158184,0.007317070729899102,False,False
656582,0.0166635878193101,0.0185119137531162,169.0,246.0,435.0,R,200.3566265060241,medium,0.0149401447610766,0.2385818890532544,0.24261024011946242,0.0023979476424517664,0.0026187570795996847,False,False
656716,-0.0985369447903694,-0.0330070417793408,33.0,292.0,115.0,L,59.29846153846154,medium,-0.0264673923516238,0.24080449889830827,0.23187490265028476,0.008091198159585452,0.008219819953978214,True,False
656775,-0.1097002608189207,-0.0269696158303962,101.0,391.0,665.0,L,160.53252032520325,high,-0.0264673923516238,0.19252772059405943,0.294791607305397,0.0026601577850680494,0.0030732885517497314,False,False
656811,-0.0673932629870129,-0.0409969153552789,44.0,448.0,192.0,L,80.130081300813,medium,-0.0264673923516238,0.24080449889830827,0.27860791832454457,0.006094722195247669,0.006074241276248622,True,False
656896,0.0107444906069363,0.0167452443309635,128.0,173.0,248.0,R,147.13621262458472,medium,0.0149401447610766,0.23038007849409442,0.21458499589998656,0.003040220062078966,0.003563612217214644,False,False
656941,0.041540615835777,-0.0438755226762894,248.0,440.0,1065.0,L,317.2093023255814,high,-0.0264673923516238,0.2964522480736581,0.3269268626216607,0.0019383875649063545,0.001583332397683949,False,False
656976,-0.0597790660225442,-0.036694081693302,23.0,135.0,264.0,L,39.30379746835443,medium,-0.0264673923516238,0.24080449889830827,0.3522986797125483,0.013079380671388158,0.01246555687065055,True,False
657041,0.0950454380620829,0.0158054655741409,144.0,383.0,490.0,R,209.30550284629985,high,0.0149401447610766,0.28383964549339546,0.25298915430672697,0.0026316547440553223,0.002519186950410786,False,False
657061,-0.2403584415584415,-0.0108938401138387,22.0,35.0,140.0,L,27.017543859649123,medium,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.018643729515488518,0.018643729515488518,True,True
657077,-0.0181157894736841,-0.03341119515341,190.0,429.0,746.0,L,263.3602584814216,high,-0.0264673923516238,0.18447085424672793,0.25418392523364486,0.0015634025551004638,0.0018954398071873242,False,False
657136,0.0714020700321211,0.0114135071675167,151.0,334.0,132.0,R,207.97525773195875,medium,0.0149401447610766,0.2856830248123619,0.25164062430094764,0.0026453556044884795,0.0025317532914909268,False,False
657557,-0.0427486695201214,0.0078326490594599,123.0,359.0,641.0,R,183.2240663900415,high,0.0149401447610766,0.2656294427562308,0.31619098008123125,0.0030403437846655865,0.0028796945895981545,False,False
657656,0.0695951974992895,0.0142233224615566,102.0,207.0,601.0,R,136.6601941747573,high,0.0149401447610766,0.32992948369248676,0.26376637348154397,0.0045088364696155275,0.0038502714989150375,False,False
657757,-0.0505957429761777,-0.03380640085981,92.0,407.0,84.0,L,150.07615230460922,low,-0.0264673923516238,0.22617246667462967,0.2348406400067779,0.003035400406398832,0.003279436437880697,False,False
658668,0.0437781970649895,0.0150510691242427,90.0,106.0,258.0,R,97.3469387755102,medium,0.0149401447610766,0.28668038002496876,0.17792717053009882,0.004863895768381088,0.005379515082687845,False,False
660271,-0.0908012861681266,-0.0494919691401363,249.0,469.0,888.0,L,325.29526462395546,high,-0.0264673923516238,0.326227044241482,0.43178861683341524,0.002230806803681896,0.0015415692122000705,False,False
660644,-0.0047463585434173,-0.0063941236448828,70.0,204.0,96.0,L,104.23357664233576,low,-0.0264673923516238,0.19482560683229816,0.2094812410653916,0.0038100917834990363,0.004760811655333535,False,False
660670,0.0217929864253393,0.0145743222113233,52.0,170.0,669.0,R,79.63963963963964,high,0.0149401447610766,0.2815340946455505,0.21385744726766448,0.006672102188649563,0.006630304476517531,False,False
660688,-0.0242733281826765,-0.0051810613178209,132.0,353.0,294.0,L,192.14845360824745,medium,-0.0264673923516238,0.21606379366180897,0.25495949932397627,0.0023591117922865364,0.0025875412847457943,False,False
660707,-0.0791930252833478,0.0174722015463472,62.0,185.0,184.0,R,92.87449392712551,medium,0.0149401447610766,0.12293617662612372,0.23475167526439486,0.003251769532888001,0.0056819710490518685,False,False
660766,0.0307621903334047,0.0106475741715842,87.0,161.0,101.0,R,112.95967741935485,low,0.0149401447610766,0.26599988879978614,0.2573120264751553,0.00465568133077062,0.004654562263077627,False,False
660821,-0.1230617794486215,-0.0527599264363695,114.0,420.0,186.0,L,179.32584269662922,medium,-0.0264673923516238,0.20426470579102615,0.2898198323161723,0.002481842884633973,0.0027538260386626608,False,False
660844,-0.0937163461538461,-0.0043143376287443,32.0,52.0,0.0,L,39.61904761904762,low,-0.0264673923516238,0.24080449889830827,0.1960701131221719,0.011295719689075438,0.012706534179283122,True,False
661388,0.0273835736647377,0.0188919776833096,166.0,508.0,329.0,R,250.23145400593472,medium,0.0149401447610766,0.2705215595472801,0.2885911420079516,0.0021977407483082514,0.0021092536426909306,False,False
661531,-0.1189733333333333,0.0092250209046234,25.0,45.0,52.0,R,32.142857142857146,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.016353716054040707,0.016353716054040707,True,True
662139,0.0623669438669438,-0.0351300344855285,104.0,407.0,369.0,L,165.66731898238748,medium,-0.0264673923516238,0.27725240627333825,0.28327311849287706,0.0033618912699987687,0.002977424106486498,False,False
663330,0.1974285714285714,0.014839763552888,25.0,21.0,37.0,R,22.82608695652174,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.022870635519864513,0.022870635519864513,True,True
663368,0.0276835601221882,-0.0039267665136764,156.0,277.0,58.0,L,199.59353348729792,low,-0.0264673923516238,0.2143249404466501,0.2090248608538691,0.0021284802091300022,0.002516298967565836,False,False
663457,0.0232653035663962,-0.0462760778702626,109.0,293.0,218.0,L,158.89054726368158,medium,-0.0264673923516238,0.2627525630309208,0.26924383255411655,0.0033294949029795693,0.0031287803186904905,False,False
663527,0.0511657193513062,0.0135003823540884,127.0,151.0,113.0,R,137.96402877697844,medium,0.0149401447610766,0.278003571303587,0.1922456117439294,0.00346215424510198,0.003796096829391437,False,False
663538,0.0462040457982034,0.0127912194896255,137.0,503.0,416.0,R,215.346875,medium,0.0149401447610766,0.23470086721769,0.21703501979358905,0.0021446261688586694,0.0024538347626013647,False,False
663586,0.0053038558663559,0.0139265369464843,117.0,352.0,584.0,R,175.62473347547973,high,0.0149401447610766,0.3007069378131446,0.30119545788008284,0.0034258136820657682,0.0030049304281476296,False,False
663609,0.2515875420875421,0.0144989492753686,22.0,27.0,42.0,R,24.244897959183675,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.021607717616574353,0.021607717616574353,True,True
663611,0.0353387096774193,0.010027223050834,31.0,62.0,247.0,R,41.333333333333336,medium,0.0149401447610766,0.26628528803612195,0.15109505473294552,0.011026865012986926,0.012728617419984779,True,False
663616,-0.0854198658649398,-0.0454979602688749,23.0,376.0,164.0,L,43.3483709273183,medium,-0.0264673923516238,0.24080449889830827,0.28491887891489354,0.01122752379750306,0.011186336530742629,True,False
663624,0.0512407592407592,0.0161901470153503,143.0,364.0,555.0,R,205.33333333333337,high,0.0149401447610766,0.2765185179749827,0.26102673054218506,0.002650802332483405,0.0025670901120495382,False,False
663647,0.1485528027143564,0.0170717055634559,94.0,301.0,479.0,R,143.2607594936709,high,0.0149401447610766,0.2732533860672614,0.15552565696566997,0.0034236474503788316,0.0036853262130399755,False,False
663656,-0.0844285714285714,-0.0359311285222198,123.0,210.0,777.0,L,155.13513513513513,high,-0.0264673923516238,0.29071712568305996,0.39497797174755067,0.004244401351854097,0.0032407718994208363,False,False
663662,0.1712216279069767,0.0191523638520085,86.0,100.0,73.0,R,92.47311827956987,low,0.0149401447610766,0.3152258763337894,0.1556635615151515,0.005222052781823485,0.005662377598227681,False,False
663697,0.037554741067644,0.016191148959621,174.0,461.0,411.0,R,252.6425196850394,medium,0.0149401447610766,0.23872544455517905,0.24674878989908514,0.001907232146288408,0.002086999305294307,False,False
663698,0.1083987785862786,0.013779152082522,74.0,208.0,177.0,R,109.16312056737588,medium,0.0149401447610766,0.35982357071455007,0.28055809548030464,0.0062113176828332214,0.0048321214920125696,False,False
663728,-0.0392106245141227,-0.0110454340926062,170.0,454.0,242.0,L,247.3717948717949,medium,-0.0264673923516238,0.35013310229725014,0.29280783351810247,0.002704557659251477,0.0020099606351909444,False,False
663743,-0.0248992712129099,0.0147995878048483,102.0,226.0,163.0,R,140.5609756097561,medium,0.0149401447610766,0.20331363657542234,0.20742298943952803,0.0029110717850458663,0.003746054698107688,False,False
663757,-0.0307232815964523,-0.0337379424703616,41.0,165.0,510.0,L,65.67961165048543,high,-0.0264673923516238,0.24080449889830827,0.2922822496674057,0.0076446880346762005,0.007506204501012962,True,False
663837,-0.0065949413548232,0.0140153944206085,151.0,415.0,322.0,R,221.4310954063604,medium,0.0149401447610766,0.2390875477262693,0.28236362753041155,0.0022637555264261376,0.002381800906949322,False,False
663853,0.1614128801431127,0.0164814012840184,130.0,86.0,84.0,R,103.51851851851852,low,0.0149401447610766,0.31606793494335117,0.1726972515731874,0.004439399383688959,0.005032112369122727,False,False
663886,0.0014838508347635,0.0155033683134637,136.0,377.0,351.0,R,199.8908382066277,medium,0.0149401447610766,0.3365435694989106,0.2679136992917207,0.0031852314870643495,0.0026386264887093237,False,False
663897,-0.1832006578947368,0.0151118903429708,19.0,32.0,115.0,R,23.84313725490196,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02203388090875878,0.02203388090875878,True,True
663898,0.0587901565439636,0.0185941287030009,143.0,394.0,398.0,R,209.83985102420857,medium,0.0149401447610766,0.26884735152171785,0.2506625819157593,0.002516250855729481,0.002513413317835473,False,False
663993,0.0228388888888888,-0.0417121902452791,144.0,420.0,682.0,L,214.46808510638297,high,-0.0264673923516238,0.23109530458430455,0.25690780079554487,0.0022165137440470634,0.002313759337459612,False,False
664023,-0.0353586423238597,-0.0060910716541996,161.0,495.0,768.0,L,242.97256097560975,high,-0.0264673923516238,0.2874632852484472,0.2867358932482722,0.0023647506745837652,0.0020399881307403347,False,False
664034,0.0060880075929579,0.0120027199388954,134.0,401.0,666.0,R,200.8747663551402,high,0.0149401447610766,0.23203114021995283,0.24427792596009973,0.0023407475584705114,0.0026271131282621387,False,False
664040,0.0245559116809117,-0.0432791490547403,72.0,351.0,461.0,L,119.48936170212764,high,-0.0264673923516238,0.3567926805555555,0.31410464328856325,0.005850338920219078,0.004112120794137391,False,False
664056,-0.0337007968865826,0.0176385050376143,152.0,284.0,519.0,R,198.0183486238532,high,0.0149401447610766,0.24927948688567442,0.2490493782287363,0.0025169310546307323,0.0026554110638717134,False,False
664238,0.0461033333333333,0.0140323609740675,175.0,264.0,509.0,R,210.47835990888385,high,0.0149401447610766,0.25664225103448274,0.23992762801013942,0.002375343921534152,0.002493613944496285,False,False
664314,0.1193452380952381,-0.0337603853550099,14.0,96.0,22.0,L,24.436363636363637,low,-0.0264673923516238,0.24080449889830827,0.26281681403508766,0.01993799649607799,0.02000690954376428,True,False
664728,-0.0960071012459072,-0.0352008082708891,67.0,351.0,126.0,L,112.52153110047848,medium,-0.0264673923516238,0.16281544097693348,0.2573530180870981,0.003163280690340572,0.004361710863476433,False,False
664761,0.0165451811995568,0.018214769292674,178.0,426.0,520.0,R,251.0860927152318,high,0.0149401447610766,0.29385023008315875,0.26261489284175643,0.002267310873836291,0.002098340876846027,False,False
664770,-0.1187866666666666,-0.0392132000484327,14.0,75.0,5.0,L,23.59550561797753,low,-0.0264673923516238,0.24080449889830827,0.2592866565765765,0.02065747677090018,0.020792754238052113,True,False
664774,0.039916228247673,-0.0328810409017342,42.0,353.0,164.0,L,75.06835443037974,medium,-0.0264673923516238,0.24080449889830827,0.2347711928116147,0.006398514650559196,0.0064967052279001495,True,False
664874,0.1356105769230769,0.00751708176233,16.0,26.0,130.0,R,19.80952380952381,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.026512203731750405,0.026512203731750405,True,True
664901,0.1414798951048951,0.0101286906707578,52.0,88.0,198.0,R,65.37142857142857,medium,0.0149401447610766,0.29539175377073906,0.1801117553552769,0.007727335142110891,0.008036822105212626,False,False
664913,-0.0025280337941627,-0.0356504697000505,28.0,372.0,203.0,L,52.080000000000005,medium,-0.0264673923516238,0.24080449889830827,0.2634805352288207,0.009308441683619207,0.009324441499167998,True,False
664983,-0.0284037474638977,-0.0332291375267916,147.0,342.0,208.0,L,205.61963190184048,medium,-0.0264673923516238,0.20512971018544404,0.2534993394728267,0.0021366663441525916,0.002425940072708124,False,False
665019,0.0448816738816739,-0.0354286867257199,21.0,99.0,41.0,L,34.65,low,-0.0264673923516238,0.24080449889830827,0.3299519847454133,0.014799729230681192,0.014188420966717132,True,False
665052,0.005002100840336,-0.036612190679615,21.0,68.0,0.0,L,32.08988764044944,low,-0.0264673923516238,0.24080449889830827,0.2905334721246708,0.015739431960576367,0.01542912305599255,True,False
665161,0.0577276129276129,0.0171928759070538,165.0,481.0,325.0,R,245.71207430340553,medium,0.0149401447610766,0.28501884833702884,0.23532139731462232,0.0022166206338691307,0.002147329864548588,False,False
665487,-0.0611162076271186,0.0127204884557154,118.0,320.0,430.0,R,172.4200913242009,medium,0.0149401447610766,0.21434180559177168,0.3540942535658307,0.0029230005219845062,0.003058541558253254,False,False
665489,0.0046383644391472,0.0186130302526237,134.0,551.0,624.0,R,215.57372262773723,high,0.0149401447610766,0.3169709813152284,0.317654567153935,0.002941960650964571,0.002452909093906006,False,False
665506,0.0855802612481857,0.0144807315473294,130.0,53.0,161.0,R,75.30054644808743,medium,0.0149401447610766,0.20978801335718542,0.1257076785195936,0.003985596939837154,0.006889927689637166,False,False
665561,-0.0072173913043478,-0.0015422800086666,23.0,32.0,24.0,L,26.763636363636365,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.01888952540332093,0.01888952540332093,True,True
665742,-0.0110903749657878,-0.0346034936986288,226.0,485.0,1075.0,L,308.32630098452887,high,-0.0264673923516238,0.32863324318584064,0.33842653993354344,0.002151916074902961,0.0016210374912892164,False,False
665750,-0.0545892957746478,-0.0075441163526436,100.0,426.0,350.0,L,161.97718631178705,medium,-0.0264673923516238,0.17498163474747475,0.24921999874067938,0.0023348398186969995,0.003040515567886771,False,False
665782,0.2134915966386554,0.0166028515669633,14.0,17.0,0.0,R,15.354838709677422,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.034114713244325405,0.034114713244325405,True,True
665804,-0.1057752533507682,0.0143092189434064,92.0,266.0,64.0,R,136.7150837988827,low,0.0149401447610766,0.18701612040133775,0.2523121190097886,0.002981325718194524,0.003859080883563059,False,False
665828,-0.1065611658251262,-0.0050491540354402,83.0,241.0,102.0,L,123.47530864197532,low,-0.0264673923516238,0.1593574228621804,0.26338802496542185,0.00301286531929788,0.004019236062759031,False,False
665833,-0.0511175324675324,-0.0610414872036852,154.0,440.0,122.0,L,228.14814814814815,medium,-0.0264673923516238,0.2916870432051608,0.2880770157589563,0.002548792199485685,0.002176012092291222,False,False
665839,-0.1543185637891519,-0.0297954567877771,35.0,187.0,16.0,L,58.96396396396397,low,-0.0264673923516238,0.24080449889830827,0.2702440468633201,0.008325283870771558,0.008320943869432796,True,False
